Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
2298,environmental sciences,2019.0,3.0,,,8.0
6366,physics,2017.0,3.0,,,18.0
6524,computer science,2017.0,3.0,,,6.0
4191,computer science,2018.0,3.0,,,87.0
7765,engineering,2016.0,3.0,,,87.0
5254,communication,2017.0,3.0,,,33.0
11572,computer science,2011.0,2.0,,,
9188,computer science,2015.0,3.0,,,112.0
9728,education & educational research,2015.0,3.0,,,
8302,communication,2016.0,3.0,,,15.0
7673,psychology,2016.0,3.0,,,8.0
1401,computer science,2020.0,4.0,,,10.0
6551,hospitality,2017.0,3.0,,,1.0
9725,management,2015.0,3.0,,,10.0
5830,information science & library science,2017.0,3.0,,,14.0
4531,management,2018.0,3.0,,,
6793,communication,2017.0,3.0,,,
4727,social sciences,2018.0,3.0,,,10.0
2646,computer science,2019.0,3.0,,,
1648,computer science,2019.0,3.0,,,10.0
7705,computer science,2016.0,3.0,,,79.0
1221,health care sciences & services,2019.0,3.0,,,24.0
10141,computer science,2014.0,2.0,,,
8041,geriatrics & gerontology,2016.0,3.0,,,255.0
9179,psychology,2015.0,3.0,,,
634,medical informatics,2019.0,3.0,,,
3609,social sciences,2018.0,3.0,,,
2983,radiology,2018.0,3.0,,,
4161,"public, environmental & occupational health",2018.0,3.0,,,120.0
7695,management,2016.0,3.0,,,3.0
3042,linguistics,2018.0,3.0,,,41.0
475,otorhinolaryngology,2019.0,3.0,,,16.0
1296,surgery,2019.0,3.0,,,16.0
313,health care sciences & services,,,,,
9696,business,2015.0,3.0,,,1.0
3788,information science & library science,2018.0,3.0,,,1.0
2208,computer science,2019.0,3.0,,,3.0
6358,business,2017.0,3.0,,,1.0
4322,physics,2018.0,3.0,,,1.0
10890,communication,2013.0,2.0,,,
6768,business,2017.0,3.0,,,1.0
303,communication,2019.0,3.0,,,15.0
4381,medicine,2018.0,3.0,,,160.0
10045,business,2014.0,2.0,,3.0,1.0
8515,business,2016.0,3.0,,,1.0
7584,computer science,2016.0,3.0,,,3.0
2878,mathematics,2018.0,3.0,,,
3781,communication,2018.0,3.0,,,17.0
3814,economics,2018.0,3.0,,,
3946,computer science,2018.0,3.0,,,
7519,computer science,2016.0,3.0,,,99.0
10049,engineering,2014.0,2.0,,,
7645,computer science,2016.0,3.0,,,115.0
11049,computer science,2013.0,2.0,,2.0,115.0
10459,computer science,2014.0,2.0,,,44.0
5058,computer science,2018.0,3.0,,,38.0
4232,art,2018.0,3.0,,,
987,business,,,,,84.0
9325,computer science,2015.0,3.0,,,83.0
172,computer science,2019.0,3.0,,,10.0
2686,mathematics,2019.0,3.0,,,
2435,communication,2019.0,3.0,,,190.0
141,computer science,2019.0,3.0,,,
881,computer science,2019.0,3.0,,,110.0
6707,"public, environmental & occupational health",2017.0,3.0,,,183.0
11583,health care sciences & services,2011.0,2.0,,2.0,136.0
1845,communication,2019.0,3.0,,,15.0
2381,computer science,2019.0,3.0,,,11.0
2583,computer science,2019.0,3.0,,,11.0
2721,computer science,2019.0,3.0,,,53.0
2750,computer science,2019.0,3.0,,,5.0
2763,computer science,2019.0,3.0,,,11.0
3076,computer science,2018.0,3.0,,,44.0
3530,computer science,2018.0,3.0,,,44.0
4086,geography,2018.0,3.0,,,11.0
5943,computer science,2017.0,3.0,,,
3008,computer science,2018.0,3.0,,,62.0
1832,medical informatics,2019.0,3.0,,,2.0
11296,computer science,2012.0,2.0,,1.0,3.0
11200,computer science,2012.0,2.0,,1.0,157.0
10227,computer science,2014.0,2.0,,,
10391,psychology,2014.0,2.0,,,32.0
10177,computer science,2014.0,2.0,,1.0,5.0
9798,computer science,2015.0,3.0,,,3.0
10574,computer science,2013.0,2.0,,1.0,122.0
10769,computer science,2013.0,2.0,,1.0,38.0
9500,computer science,2015.0,3.0,,,25.0
6085,computer science,2017.0,3.0,,,21.0
4158,computer science,2018.0,3.0,,,
1467,computer science,2019.0,3.0,,,20.0
5945,computer science,2017.0,3.0,,,21.0
6515,computer science,2017.0,3.0,,,2.0
5155,computer science,2018.0,3.0,,,3.0
2509,computer science,2019.0,3.0,,,3.0
1229,computer science,2019.0,3.0,,,21.0
81,communication,2020.0,4.0,,,65.0
8736,sociology,2015.0,3.0,,,7.0
6070,computer science,2017.0,3.0,,,
10333,business,2014.0,2.0,,49.0,1.0
4375,social issues,2018.0,3.0,,,17.0
11365,communication,2012.0,2.0,,,23.0
7378,multidisciplinary sciences,2016.0,3.0,,,10.0
11564,business,2011.0,2.0,,,18.0
2137,economics,2019.0,3.0,,,1.0
7761,psychology,2016.0,3.0,,,
1074,engineering,2019.0,3.0,,,16.0
1537,communication,2019.0,3.0,,,1.0
5242,business,2017.0,3.0,,,41.0
109,environmental sciences,2019.0,3.0,,,
2294,business,2019.0,3.0,,,1.0
5983,hospitality,2017.0,3.0,,,1.0
6615,business,2017.0,3.0,,,6.0
7114,business,2016.0,3.0,,,57.0
8233,communication,2016.0,3.0,,,57.0
4506,business,2018.0,3.0,,,1.0
2114,business,2019.0,3.0,,,1.0
3486,medical informatics,2018.0,3.0,,,11.0
3763,biochemical research methods,2018.0,3.0,,,5.0
3848,health care sciences & services,2018.0,3.0,,,61.0
3930,psychiatry,2018.0,3.0,,,61.0
4029,computer science,2018.0,3.0,,,61.0
906,psychology,2019.0,3.0,,,120.0
9529,computer science,2015.0,3.0,,,5.0
10946,acoustics,2013.0,2.0,,47.0,106.0
9921,"public, environmental & occupational health",2014.0,2.0,,4.0,23.0
11284,psychology,2012.0,2.0,,4.0,23.0
2462,computer science,2019.0,3.0,,,11.0
10110,computer science,2014.0,2.0,,1.0,2.0
9009,computer science,2015.0,3.0,,,9.0
6553,computer science,2017.0,3.0,,,103.0
2362,computer science,2019.0,3.0,,,83.0
2465,computer science,2019.0,3.0,,,103.0
1444,information science & library science,2019.0,3.0,,,
3754,multidisciplinary sciences,2018.0,3.0,,,
2835,computer science,2019.0,3.0,,,10.0
4496,communication,2018.0,3.0,,,3.0
9656,computer science,2015.0,3.0,,,99.0
7322,computer science,2016.0,3.0,,,37.0
3221,computer science,2018.0,3.0,,,
2109,computer science,2019.0,3.0,,,25.0
7669,remote sensing,2016.0,3.0,,,25.0
4693,computer science,2018.0,3.0,,,
10422,nursing,2014.0,2.0,,,
1970,cardiac & cardiovascular systems,2019.0,3.0,,,
177,business,2019.0,3.0,,,18.0
1459,clinical neurology,2019.0,3.0,,,45.0
9659,radiology,2015.0,3.0,,,
10041,urology & nephrology,2014.0,2.0,,,
4293,psychology,2018.0,3.0,,,8.0
11093,health care sciences & services,2012.0,2.0,,3.0,8.0
1771,medical informatics,2019.0,3.0,,,8.0
9168,health care sciences & services,2015.0,3.0,,,2.0
11142,psychology,2012.0,2.0,,4.0,95.0
8277,psychology,2016.0,3.0,,,4.0
9763,criminology & penology,2015.0,3.0,,,75.0
4819,substance abuse,2018.0,3.0,,,42.0
2157,health care sciences & services,2019.0,3.0,,,
9937,psychology,2014.0,2.0,,,
6113,psychology,2017.0,3.0,,,23.0
3394,"public, environmental & occupational health",2018.0,3.0,,,23.0
714,gerontology,2019.0,3.0,,,
449,engineering,2019.0,3.0,,,
1094,agriculture,2019.0,3.0,,,149.0
7535,surgery,2016.0,3.0,,,16.0
8974,multidisciplinary sciences,2015.0,3.0,,,16.0
1375,economics,2019.0,3.0,,,18.0
271,health care sciences & services,2019.0,3.0,,,
389,medicine,2019.0,3.0,,,120.0
1491,medicine,2019.0,3.0,,,
2944,gastroenterology & hepatology,2018.0,3.0,,,45.0
10527,computer science,2013.0,2.0,,,88.0
2180,computer science,2019.0,3.0,,,31.0
4563,computer science,2018.0,3.0,,,31.0
9079,health care sciences & services,2015.0,3.0,,,215.0
9809,computer science,2014.0,2.0,,,
6451,multidisciplinary sciences,2017.0,3.0,,,31.0
980,health care sciences & services,2019.0,3.0,,,136.0
8076,"public, environmental & occupational health",2016.0,3.0,,,31.0
3778,computer science,2018.0,3.0,,,9.0
4246,computer science,2018.0,3.0,,,
4009,computer science,2018.0,3.0,,,
10988,business,2013.0,2.0,,,
9065,business,2015.0,3.0,,,13.0
3787,information science & library science,2018.0,3.0,,,1.0
2715,business,2019.0,3.0,,,
2884,multidisciplinary sciences,2018.0,3.0,,,4.0
2585,social sciences,2019.0,3.0,,,48.0
8485,business,2016.0,3.0,,,41.0
5795,education & educational research,2017.0,3.0,,,43.0
2748,economics,2019.0,3.0,,,
829,business,2019.0,3.0,,,
2628,business,2019.0,3.0,,,70.0
7059,education & educational research,2016.0,3.0,,,17.0
9520,communication,2015.0,3.0,,,70.0
4836,medicine,2018.0,3.0,,,
2801,engineering,2019.0,3.0,,,1.0
3122,management,2018.0,3.0,,,1.0
5467,communication,2017.0,3.0,,,21.0
11685,criminology & penology,2010.0,2.0,,,256.0
7877,criminology & penology,2016.0,3.0,,,14.0
4735,computer science,2018.0,3.0,,,5.0
580,immunology,2019.0,3.0,,,
9828,engineering,2014.0,2.0,,1.0,21.0
7478,computer science,2016.0,3.0,,,18.0
1447,emergency medicine,2019.0,3.0,,,156.0
6115,medicine,2017.0,3.0,,,
93,business,,,,,240.0
7326,economics,2016.0,3.0,,,18.0
5980,hospitality,2017.0,3.0,,,
467,psychology,2019.0,3.0,,,32.0
8947,psychology,2015.0,3.0,,,8.0
6716,communication,2017.0,3.0,,,33.0
5689,communication,2017.0,3.0,,,119.0
7330,computer science,2016.0,3.0,,,5.0
1174,psychology,2019.0,3.0,,,
7939,business,2016.0,3.0,,,18.0
2895,business,2018.0,3.0,,,18.0
5897,social sciences,2017.0,3.0,,,6.0
10127,multidisciplinary sciences,2014.0,2.0,,1.0,21.0
8428,water resources,2016.0,3.0,,,27.0
11452,surgery,2011.0,2.0,,,
10496,multidisciplinary sciences,2014.0,2.0,,,9.0
4186,computer science,2018.0,3.0,,,62.0
703,environmental sciences,2019.0,3.0,,,
942,nutrition & dietetics,2019.0,3.0,,,
5525,medicine,2017.0,3.0,,,160.0
3103,psychology,2018.0,3.0,,,
5657,psychology,2017.0,3.0,,,
11525,mathematics,2011.0,2.0,,,
10950,mathematics,2013.0,2.0,,,
11535,mathematics,2011.0,2.0,,28.0,284.0
11089,mathematics,2012.0,2.0,,28.0,284.0
2875,engineering,2018.0,3.0,,,10.0
587,business,2019.0,3.0,,,18.0
956,engineering,2019.0,3.0,,,
2498,computer science,2019.0,3.0,,,2.0
3331,multidisciplinary sciences,2018.0,3.0,,,6.0
4473,computer science,2018.0,3.0,,,5.0
4921,art,2018.0,3.0,,,18.0
5336,mathematics,2017.0,3.0,,,18.0
6201,computer science,2017.0,3.0,,,3.0
6740,information science & library science,2017.0,3.0,,,31.0
6885,computer science,2017.0,3.0,,,5.0
7267,physics,2016.0,3.0,,,18.0
7499,multidisciplinary sciences,2016.0,3.0,,,18.0
8099,multidisciplinary sciences,2016.0,3.0,,,6.0
8420,computer science,2016.0,3.0,,,6.0
9332,multidisciplinary sciences,2015.0,3.0,,,6.0
9585,computer science,2015.0,3.0,,,6.0
9612,engineering,2015.0,3.0,,,2.0
9722,computer science,2015.0,3.0,,,23.0
9995,physics,2014.0,2.0,,1.0,6.0
10022,business,2014.0,2.0,,3.0,18.0
10740,computer science,2013.0,2.0,,1.0,51.0
10848,multidisciplinary sciences,2013.0,2.0,,1.0,3.0
10869,computer science,2013.0,2.0,,1.0,3.0
11041,geography,2013.0,2.0,,1.0,6.0
11050,business,2013.0,2.0,,1.0,6.0
11080,mathematics,2012.0,2.0,,1.0,6.0
10620,multidisciplinary sciences,2013.0,2.0,,1.0,9.0
3044,multidisciplinary sciences,2018.0,3.0,,,24.0
3911,multidisciplinary sciences,2018.0,3.0,,,258.0
2846,multidisciplinary sciences,2018.0,3.0,,,258.0
9037,multidisciplinary sciences,2015.0,3.0,,,49.0
6175,computer science,2017.0,3.0,,,9.0
11293,computer science,2012.0,2.0,,1.0,5.0
374,education & educational research,2019.0,3.0,,,43.0
10324,telecommunications,2014.0,2.0,,1.0,3.0
5825,multidisciplinary sciences,2017.0,3.0,,,49.0
8526,clinical neurology,2016.0,3.0,,,
11014,genetics & heredity,2013.0,2.0,,,211.0
3176,pediatrics,2018.0,3.0,,,
5031,medicine,2018.0,3.0,,,156.0
7867,emergency medicine,2016.0,3.0,,,156.0
3445,psychiatry,2018.0,3.0,,,68.0
3520,communication,2018.0,3.0,,,15.0
5905,economics,2017.0,3.0,,,1.0
4197,social sciences,2018.0,3.0,,,21.0
10171,economics,2014.0,2.0,,,
4924,linguistics,2018.0,3.0,,,
5112,economics,2018.0,3.0,,,18.0
7487,computer science,2016.0,3.0,,,
2475,computer science,2019.0,3.0,,,60.0
3604,social sciences,2018.0,3.0,,,61.0
5486,computer science,2017.0,3.0,,,24.0
8817,communication,2015.0,3.0,,,50.0
842,computer science,2019.0,3.0,,,
8724,education,2015.0,3.0,,,
2644,education & educational research,2019.0,3.0,,,
2915,geriatrics & gerontology,2018.0,3.0,,,
2130,social sciences,2019.0,3.0,,,72.0
4007,urology & nephrology,2018.0,3.0,,,16.0
2514,computer science,2019.0,3.0,,,3.0
3888,surgery,2018.0,3.0,,,45.0
3905,economics,2018.0,3.0,,,
11456,computer science,2011.0,2.0,,16.0,99.0
9182,computer science,2015.0,3.0,,,53.0
11440,computer science,2011.0,2.0,,,
1805,mechanics,2019.0,3.0,,,99.0
604,health care sciences & services,2019.0,3.0,,,215.0
5516,political science,2017.0,3.0,,,178.0
5303,computer science,2017.0,3.0,,,37.0
8147,computer science,2016.0,3.0,,,9.0
6930,education & educational research,2017.0,3.0,,,3.0
3939,computer science,2018.0,3.0,,,2.0
9216,computer science,2015.0,3.0,,,3.0
6391,social issues,2017.0,3.0,,,89.0
4273,engineering,2018.0,3.0,,,5.0
6478,computer science,2017.0,3.0,,,2.0
5489,mathematical & computational biology,2017.0,3.0,,,8.0
149,engineering,2019.0,3.0,,,54.0
6056,medical informatics,2017.0,3.0,,,31.0
3544,computer science,2018.0,3.0,,,10.0
2058,environmental studies,2019.0,3.0,,,
9507,geography,2015.0,3.0,,,
8913,linguistics,2015.0,3.0,,,
9537,anthropology,2015.0,3.0,,,64.0
11836,communication,2009.0,1.0,8.0,,148.0
10653,communication,2013.0,2.0,,,76.0
571,communication,2020.0,4.0,,,76.0
3529,linguistics,2018.0,3.0,,,76.0
4604,linguistics,2018.0,3.0,,,76.0
9991,linguistics,2014.0,2.0,,,76.0
3893,education & educational research,2018.0,3.0,,,
5076,linguistics,2018.0,3.0,,,148.0
272,linguistics,2020.0,4.0,,,148.0
5695,computer science,2017.0,3.0,,,11.0
10223,education & educational research,2014.0,2.0,,44.0,153.0
11743,education & educational research,2010.0,2.0,,1.0,147.0
7981,information science & library science,2016.0,3.0,,,
4755,communication,2018.0,3.0,,,47.0
891,information science & library science,2019.0,3.0,,,77.0
7617,computer science,2016.0,3.0,,,56.0
6214,oncology,2017.0,3.0,,,16.0
6307,computer science,2017.0,3.0,,,35.0
5069,agriculture,2018.0,3.0,,,40.0
5719,immunology,2017.0,3.0,,,46.0
3209,medical informatics,2018.0,3.0,,,
4130,communication,2018.0,3.0,,,22.0
8200,respiratory system,2016.0,3.0,,,35.0
8644,psychology,2015.0,3.0,,,136.0
8756,nursing,2015.0,3.0,,,136.0
9556,nursing,2015.0,3.0,,,136.0
6325,clinical neurology,2017.0,3.0,,,
5509,education,2017.0,3.0,,,
2555,emergency medicine,2019.0,3.0,,,156.0
9941,emergency medicine,2014.0,2.0,,,156.0
2000,education & educational research,2019.0,3.0,,,
915,dentistry,2019.0,3.0,,,16.0
5909,computer science,2017.0,3.0,,,51.0
6754,computer science,2017.0,3.0,,,62.0
11437,engineering,2011.0,2.0,,,
8433,computer science,2016.0,3.0,,,25.0
9984,computer science,2014.0,2.0,,1.0,157.0
5010,computer science,2018.0,3.0,,,5.0
3141,computer science,2018.0,3.0,,,2.0
6818,mathematics,2017.0,3.0,,,2.0
554,automation & control systems,2019.0,3.0,,,11.0
4874,economics,2018.0,3.0,,,
6376,health care sciences & services,2017.0,3.0,,,
11129,computer science,2012.0,2.0,,1.0,5.0
11391,computer science,2012.0,2.0,,1.0,9.0
11682,computer science,2010.0,2.0,,,5.0
9125,communication,2015.0,3.0,,,22.0
784,hospitality,2020.0,4.0,,,1.0
2145,clinical neurology,2019.0,3.0,,,61.0
11298,psychology,2012.0,2.0,,,4.0
9997,psychology,2014.0,2.0,,2.0,4.0
4433,psychology,2018.0,3.0,,,
4031,information science & library science,2018.0,3.0,,,30.0
4807,communication,2018.0,3.0,,,22.0
1156,political science,2019.0,3.0,,,7.0
7288,computer science,2016.0,3.0,,,44.0
7658,computer science,2016.0,3.0,,,2.0
4333,computer science,2018.0,3.0,,,3.0
11384,computer science,2012.0,2.0,,1.0,9.0
9060,computer science,2015.0,3.0,,,115.0
11335,computer science,2012.0,2.0,,1.0,247.0
9296,political science,2015.0,3.0,,,22.0
10080,computer science,2014.0,2.0,,3.0,8.0
11302,computer science,2012.0,2.0,,,
7471,geography,2016.0,3.0,,,28.0
3682,geography,2018.0,3.0,,,
3234,computer science,2018.0,3.0,,,5.0
6129,communication,2017.0,3.0,,,
4108,psychology,2018.0,3.0,,,129.0
5693,business,2017.0,3.0,,,17.0
7881,rheumatology,2016.0,3.0,,,16.0
7608,nursing,2016.0,3.0,,,
7038,psychology,2016.0,3.0,,,40.0
6598,social sciences,2017.0,3.0,,,16.0
9736,oncology,2015.0,3.0,,,16.0
760,medicine,2020.0,4.0,,,
3155,"public, environmental & occupational health",2018.0,3.0,,,16.0
11818,computer science,2009.0,1.0,6.0,1.0,20.0
7897,computer science,2016.0,3.0,,,51.0
8443,computer science,2016.0,3.0,,,3.0
11038,computer science,2013.0,2.0,,1.0,51.0
11112,computer science,2012.0,2.0,,,
9859,physics,2014.0,2.0,,1.0,49.0
5807,physics,2017.0,3.0,,,49.0
7131,computer science,2016.0,3.0,,,142.0
7010,physics,2017.0,3.0,,,3.0
9149,multidisciplinary sciences,2015.0,3.0,,,8.0
6261,multidisciplinary sciences,2017.0,3.0,,,49.0
10269,physics,2014.0,2.0,,1.0,49.0
8983,physics,2015.0,3.0,,,3.0
8121,computer science,2016.0,3.0,,,49.0
10958,mechanics,2013.0,2.0,,1.0,49.0
11246,physics,2012.0,2.0,,1.0,49.0
11317,physics,2012.0,2.0,,1.0,49.0
11356,mathematics,2012.0,2.0,,1.0,49.0
11381,mathematics,2012.0,2.0,,1.0,49.0
1393,mathematics,2019.0,3.0,,,6.0
3345,multidisciplinary sciences,2018.0,3.0,,,3.0
10631,computer science,2013.0,2.0,,2.0,20.0
10493,physics,2014.0,2.0,,1.0,9.0
8958,computer science,2015.0,3.0,,,3.0
3096,computer science,2018.0,3.0,,,
7154,physics,2016.0,3.0,,,
11479,computer science,2011.0,2.0,,1.0,9.0
10101,physics,2014.0,2.0,,1.0,9.0
6054,health care sciences & services,2017.0,3.0,,,
9401,communication,2015.0,3.0,,,22.0
7501,communication,2016.0,3.0,,,33.0
997,mathematics,2019.0,3.0,,,
5295,computer science,2017.0,3.0,,,49.0
2048,computer science,2019.0,3.0,,,48.0
3228,biochemical research methods,2018.0,3.0,,,9.0
5154,computer science,2018.0,3.0,,,9.0
5654,computer science,2017.0,3.0,,,9.0
6152,multidisciplinary sciences,2017.0,3.0,,,14.0
6477,computer science,2017.0,3.0,,,9.0
8103,multidisciplinary sciences,2016.0,3.0,,,9.0
8204,computer science,2016.0,3.0,,,295.0
10705,multidisciplinary sciences,2013.0,2.0,,1.0,21.0
11201,computer science,2012.0,2.0,,,9.0
6265,physics,2017.0,3.0,,,49.0
7393,multidisciplinary sciences,2016.0,3.0,,,9.0
9021,multidisciplinary sciences,2015.0,3.0,,,6.0
7742,computer science,2016.0,3.0,,,
3422,geography,2018.0,3.0,,,14.0
8660,geosciences,2015.0,3.0,,,47.0
1761,communication,2019.0,3.0,,,
3552,communication,2018.0,3.0,,,
10306,geography,2014.0,2.0,,48.0,110.0
9097,social sciences,2015.0,3.0,,,
1764,communication,2019.0,3.0,,,113.0
4140,computer science,2018.0,3.0,,,22.0
250,communication,2019.0,3.0,,,
2301,communication,2019.0,3.0,,,100.0
1157,business,2019.0,3.0,,,63.0
18,communication,,,,,
6721,folklore,2017.0,3.0,,,
4774,biotechnology & applied microbiology,2018.0,3.0,,,
3466,communication,2018.0,3.0,,,
5626,linguistics,2017.0,3.0,,,
7431,humanities,2016.0,3.0,,,267.0
8602,communication,2015.0,3.0,,,76.0
11150,linguistics,2012.0,2.0,,5.0,80.0
9068,linguistics,2015.0,3.0,,,4.0
8926,linguistics,2015.0,3.0,,,80.0
2006,education & educational research,2019.0,3.0,,,320.0
1510,linguistics,2019.0,3.0,,,80.0
9193,linguistics,2015.0,3.0,,,
1321,linguistics,2019.0,3.0,,,80.0
1812,social sciences,2019.0,3.0,,,148.0
7477,linguistics,2016.0,3.0,,,76.0
3547,linguistics,2018.0,3.0,,,
882,linguistics,2019.0,3.0,,,
9881,linguistics,2014.0,2.0,,5.0,80.0
4555,language & linguistics,2018.0,3.0,,,145.0
10393,communication,2014.0,2.0,,,
4128,communication,2018.0,3.0,,,41.0
9260,linguistics,2015.0,3.0,,,41.0
5884,linguistics,2017.0,3.0,,,96.0
5883,linguistics,2017.0,3.0,,,123.0
4778,humanities,2018.0,3.0,,,100.0
1109,communication,2019.0,3.0,,,108.0
4850,communication,2018.0,3.0,,,
8894,communication,2015.0,3.0,,,148.0
9336,computer science,2015.0,3.0,,,57.0
4116,linguistics,2018.0,3.0,,,76.0
2591,communication,2019.0,3.0,,,12.0
4412,psychology,2018.0,3.0,,,113.0
8268,criminology & penology,2016.0,3.0,,,
4290,computer science,2018.0,3.0,,,3.0
7579,remote sensing,2016.0,3.0,,,132.0
10069,computer science,2014.0,2.0,,,
1315,computer science,2019.0,3.0,,,54.0
2607,audiology & speech-language pathology,2019.0,3.0,,,212.0
2710,information science & library science,2019.0,3.0,,,2.0
2817,nursing,2019.0,3.0,,,33.0
1921,"public, environmental & occupational health",2019.0,3.0,,,23.0
1034,neurosciences,2019.0,3.0,,,4.0
9020,hospitality,2015.0,3.0,,,17.0
4244,psychology,2018.0,3.0,,,
9741,communication,2015.0,3.0,,,17.0
11672,business,2010.0,2.0,,3.0,17.0
11941,business,2006.0,1.0,3.0,,
11945,communication,2006.0,1.0,3.0,3.0,33.0
7771,"public, environmental & occupational health",2016.0,3.0,,,34.0
